1,"A","Primeira letra do alfabeto da língua portuguesa; sinal gráfico elementar com que se representam os vocábulos na língua escrita.","VOCÊ INVENTAR QUALQUER PALAVRA COMEÇAR A.","Invente qualquer palavra que comece com a letra A.",1,"aSm_Prog001.jpg",1,1
2,"À VISTA","De imediato; na mesma hora; na presença.","EU COMPRAR CARRO NOVO PAGAR-À-VISTA.","Comprei um carro novo e paguei à vista.",1,"vista2Sm_Prog001.jpg",1,1
3,"À-TOA","Sem motivo; sem razão; sem necessidade.","MULHER AQUEL@ SINSÍVELmuito CHORAR À-TOA.","Aquela mulher é muito sensível, chora à-toa.",1,"a_toaSm_Prog001.jpg",2,1
4,"ABACATE","O fruto do abacateiro. Comestível, tem a polpa amarelada e macia. É consumido puro, com açúcar, em pratos salgados ou em vitaminas.","VOCÊ GOSTAR ABACATE LEITE JUNTO?","Você gosta de abacate com leite?",5,"abacateSm_Prog001.jpg",1,1
5,"ABACAXI","Fruta de casca grossa e áspera. Sua polpa pode ser consumida pura, em forma de sucos, doces e sorvetes.","HOJE S-U-C-O ABACAXI BEBER ÁCID@.","Hoje tomei suco de abacaxi, ele estava ácido.",5,"abacaxiSm_Prog001.jpg",1,1
6,"ABAFAR","Cobrir ou fechar, para manter o calor.","S-I VOCÊ QUERER QUARTO SE@ ABAFAR A-R? MELHOR FECHAR-TUDO.","Se você quer abafar seu quarto, é melhor fechar tudo.",1,"abafarSm_Prog001.jpg",3,1
7,"ABAIXO","Lugar, posição ou situação inferior, em relação a outros de nível mais elevado.","APARTAMENTO PRIMEIR@ NÃO SEGUND@ ABAIXO.","Não é no primeiro apartamento abaixo, é no segundo.",1,"abaixoSm_Prog001.jpg",6,1
8,"ABAIXO-ASSINADO","Lista encaminhada a determinado destinatário, com a assinatura de pessoas que reivindicam ou manifestam sua opinião sobre um assunto.","SURD@ ABAIXO-ASSINADO PEDIR GOVERNO EMPREGO MAIS.","Os surdos fizeram um abaixo-assinado pedindo mais empregos ao governo.",1,"abaixo-assinadoSm_Prog001.jpg",13,1
9,"ABAJUR","Quebra-luz; peça usada para oferecer iluminação indireta em ambientes.","coisa-cônicaLÂMPADA LÂMPADA-QUEIMAR .","A lâmpada do abajur queimou.",22,"abajurSm_Prog001.jpg",1,1
10,"ABANAR","Agitar seguidamente um leque ou abano.","2sOLHAR3s VELH@ ABANAR-LEQUE LÁ(ME) V-O-V-O AMIG@(MD).","Está vendo aquela velha se abanando? Ela é avó da minha amiga.",1,"abanarSm_Prog001.jpg",3,1
11,"ABANDONAR1","Desprezar, largar, deixar de cuidar.","AQUEL@ CARAGEM CARRO VELH@ ABANDONAR.","O carro velho foi abandonado naquela garagem.",1,"abandonar1Sm_Prog001.jpg",3,1
12,"ABANDONAR2","Deixar pessoa ou algum objeto, sem intenção de retomá-lo.","CRIANÇA BONIT@ DORMIR R-U-A COITAD@! P-A-I M-Ã-E DEL@ ABANDONAR CORAGEM?!","Coitada dessa criança tão bonita dormindo na rua. Como seus pais tiveram coragem de abandoná-la?!",1,"abandonar2Sm_Prog001.jpg",3,1
13,"ABARROTADO","Muito cheio; ocupado acima da capacidade normal.","ONTEM METRÔ PESSOA MUIT@ ABARROTAD@ pessoaCHEI@","Ontem o metrô estava abarrotado de gente.",1,"abarrotadoSm_Prog001.jpg",2,1
14,"ABASTADO","Possuidor de bens; rico; endinheirado.","EL@ RIC@ ABASTAD@.","Ele é rico, abastado.",1,"abastadoSm_Prog001.jpg",2,1
15,"ABATIDO","Deprimido; desanimado.","FAMÍLIA CONSOLAR MULHER VIÚV@ ABATID@","A família consolou a viúva que estava abatida.",30,"abatidoSm_Prog001.jpg",2,1
16,"ABATIMENTO","Desconto; redução.","HOSPITAL GASTAR VOCÊ I.R. ABATIMENTO PODER.","Você pode fazer abatimento dos gastos hospitalares no Imposto de Renda.",1,"abatimentoSm_Prog001.jpg",1,1
17,"ABDICAR","Ato voluntário de renúncia a um cargo conferido por nobreza ou honraria.","HOMEM AQUEL@ CORONEL ABDICAR MAJOR EXERCITO.","O Coronel abdicou de tornar-se major do exército.",1,"abdicarSm_Prog001.jpg",3,1
18,"ABDÔMEN","Região entre o tórax e a bacia, em cuja cavidade estão os órgãos digestivos, urinários e outros igualmente importantes; ventre; barriga.","MÉDIC@ 3sMANDAR1s RAIO-X ABDÔMEN.","O médico me mandou tirar raio-x do abdômen.",27,"abdomenSm_Prog001.jpg",1,1
19,"ABELHA","Inseto de quatro asas membranosas e aparelho bucal mastigador. Algumas espécies fabricam o mel.","MEL ABELHA BO@ TOSSE.","O mel de abelha é bom contra a tosse.",3,"abelhaSm_Prog001.jpg",1,1
20,"ABENÇOAR1","Dar a benção; benzer.","EU ORAR DEUS ABENÇOAR VIDA BEM.","Eu orei a Deus para abençoar minha vida.",1,"abencoar1Sm_Prog001.jpg",3,1
21,"ABENÇOAR2","Dar a benção; benzer.","F-I-M CULTO PASTOR ABENÇOARtodos.","No final do culto, o pastor abençoou a todos.",1,"abencoar2Sm_Prog001.jpg",3,1
22,"ABERTO1","O que permite a passagem; o que não está fechado.","ONTEM VOCÊ CASA PORTA-ABERT@ DEIXAR S-A-L-A.","Ontem você deixou a porta da sala aberta.",1,"aberto1Sm_Prog001.jpg",2,1
23,"ABERTO2","Acessível, livre, transponível.","CURSO COMPUTADOR TER ABERT@ SÁBADO.","O curso de computação vai estar aberto no sábado.",1,"aberto2Sm_Prog001.jpg",2,1
24,"ABERTURA","Início de um evento; solenidade com que são abertos os trabalhos de um evento.","SEMANA PASSAD@ ABERTURA SEMINÁRIO M-E-C ÓTIM@!","A abertura do seminário do MEC, na semana passada, foi ótima!",1,"aberturaSm_Prog001.jpg",1,1
25,"ABISMAR","Assombrado ou admirado.","ABISMAD@ CASA GRANDEmuito BONIT@muito!","Estou abismado, que casa tão grande e tão bonita!",1,"abismarSm_Prog001.jpg",2,1
26,"ABÓBORA1","Tipo de fruto comestível, muito usado em preparações salgadas e doces da culinária brasileira.","DOCE LARANJA^coisa-volumosa-arredondada COMER JÁ GOSTOS@!","Eu já comi doce de abóbora, é gostoso!",15,"abobora1Sm_Prog001.jpg",1,1
27,"ABÓBORA2","Tipo de fruto comestível, muito usado em preparações salgadas e doces da culinária brasileira.","VERDE coisa-sinuosa EU COMER N-U-N-C-A.","Eu nunca comi abóbora verde.",15,"abobora2Sm_Prog001.jpg",1,1
28,"ABOBRINHA","Fruto de aboboreira. Legume de casca verde e polpa esverdeada, usado em refogados, cozidos e outras preparações salgadas.","HOJE FEIRA PROCURAR ENCONTRAR NÃO ABOBRINHA.","Hoje não encontrei abobrinha na feira.",15,"abobrinhaSm_Prog001.jpg",1,1
29,"ABOCANHAR","Apanhar, pegar com a boca; morder.","JACARÉ COBRA ABOCANHAR.","O jacaré abocanhou a cobra.",1,"abocanharSm_Prog001.jpg",3,1
30,"ABOLIÇÃO","Revogação ou anulação de uma lei ou ordem.","ANTIGAMENTE NEGR@ SOFRER ESCRAV@-ABOLIÇÃO CONSEGUIR.","Antigamente os escravos negros sofriam. Mais tarde, conseguiram a abolição da escravatura.",1,"abolicaoSm_Prog001.jpg",1,1
31,"ABONAR","Justificar; não descontar.","FALTA CHEFE 3sABONAR1s. AMANHÃ FOLGAR.","Meu chefe abonou minha falta e amanhã vou ter folga.",1,"abonarSm_Prog001.jpg",3,1
32,"ABONO","Fiança; garantia; quantia adiantada por conta de um futuro vencimento.","B-A-N-C-O B-A-N-E-R-J TER-NÃO ABON@ SÓ SALÁRIO.","No BANERJ não tem abono, só paga o salário.",1,"abonoSm_Prog001.jpg",1,1
33,"ABORRECER","Sentir ou provocar aborrecimento; constranger; amolar.","ABORRECER BO@ NÃO.","Não vale a pena se aborrecer.",1,"aborrecerSm_Prog001.jpg",3,1
34,"ABORRECIDO","Ser tomado por um sentimento negativo, que expressa contrariedade.","ONTEM ROUBAR ME@ CACHORR@ ABORRECID@muito.","Ontem roubaram meu cachorro e eu fiquei muito aborrecido.",30,"aborrecidoSm_Prog001.jpg",2,1
35,"ABORTAR1","Sofrer a perda do feto, prematuramente e por vontade própria; não cumprir todo o período de gestação.","BRASIL MULHER-GRÁVIDA PODER ABORTAR S-Ó PROBLEMA SAÚDE.","No Brasil, a mulher grávida só pode abortar em caso de problema de saúde.",1,"abortar1Sm_Prog001.jpg",3,1
36,"ABORTAR2","Expulsão prematura do feto por causas naturais, como acidentes e doenças.","ESPOS@ M@ pessoaCAIRchão ABORTAR EU TRISTE QUERER FILH@.","Minha esposa caiu e abortou; fiquei triste, porque queria um filho.",1,"abortar2Sm_Prog001.jpg",3,1
37,"ABORTO","Expulsão prematura do feto.","ABORTO IGREJA PROIBIR.","A igreja proibe o aborto.",28,"abortar1Sm_Prog001.jpg",1,1
38,"ABOTOAR","Enfiar os botões nas aberturas correspondentes, ou casas, para fechar uma ou mais peças do vestuário.","CAMISA SE@ FILH@ ABOTOAR ESQUECER!","Você se esqueceu de abotoar a camisa do seu filho!",1,"abotoarSm_Prog001.jpg",3,1
39,"ABRACADABRA","Expressão comum nas estórias infantis, no teatro e nas apresentações de mágicos, para expressar poderes sobrenaturais.","EU SABER O-V-O ABRACADABRA TRANSFORMAR PINTO.","Eu sei fazer ABRACADABRA e transformar um ovo em pinto!",8,"abracadabraSm_Prog001.jpg",1,1
40,"ABRAÇAR","Envolver uma pessoa com os braços, aproximando-se dela.","EL@ ABRAÇAR FILH@ DEL@.","Ela abraçou o seu filho.",1,"abracarSm_Prog001.jpg",3,1
41,"ABRAÇO","Situação em que duas pessoas se abraçam; demonstração de afeto.","FALAR ABRAÇO ESPOS@ SE@.","Diga a sua esposa que mandei um abraço.",1,"abracoSm_Prog001.jpg",1,1
42,"ABRAÇO2","Ato de envolver alguém com os braços, para fazer uma saudação ou uma manifestação de carinho.","ABRAÇO BO@ GOSTOS@.","Um bom abraço é gostoso.",1,"abraco2Sm_Prog001.jpg",1,1
43,"ABREVIAR","Encurtar; reduzir; usar menos tempo.","AMANHÃ CONGRESSO VOCÊ PALESTRA? PRECISAR ABREVIAR.","Você fará a palestra no congresso de amanhã? Precisa abreviar.",1,"abreviarSm_Prog001.jpg",3,1
44,"ABRIDOR DE LATA1","Objeto cortante usado para remover a parte superior de latas de conservas, doces e outras, dando acesso ao seu conteúdo.","EU ABRIDOR-DE-LATA-ABRIR TOMATE PODRE.","Eu abri a lata de tomate e ele estava podre.",21,"abridor de lata1Sm_Prog001.jpg",1,1
45,"ABRIDOR DE LATA2","Objeto cortante usado para remover a parte superior de latas de conservas, doces e outras, dando acesso ao seu conteúdo.","EMPRESA A-R-N-O 3sCONVIDAR1s ASSISTIR LANÇAMENTO ABRIDOR-DE-LATA NOV@ AUTOMÁTIC@.","Fui convidada pela empresa Arno para assistir ao lançamento do novo abridor de latas automático.",21,"abridor de lata2Sm_Prog001.jpg",1,1
46,"ABRIGAR","Proteger contra os perigos, o frio ou a chuva.","ME@ CUNHAD@ CONSTRUIR TETO CARRO veículoABRIGAR.","Meu cunhado construir um teto para abrigar o carro.",1,"abrigarSm_Prog001.jpg",3,1
47,"ABRIGO","Proteção contra os perigos, a chuva, o frio, o calor.","V-A-I CHOVER FORTE NÓS-2 PROCURAR ABRIGO.","Nós dois vamos procurar um abrigo, pois vai chover forte.",1,"abrigoSm_Prog001.jpg",1,1
48,"ABRIL","Quarto mês do calendário anual, seguinte ao mês de março e anterior ao de maio. Tem 30 dias.","EU NASCER ABRIL.","Eu nasci no mês de abril.",7,"abrilSm_Prog001.jpg",1,1
49,"ABRIR1","Remover o obstáculo que impede a passagem de uma substância através do gargalo.","EU ABRIR-GARRAFA ÁGUA BEBER GELAD@muito.","Eu abri a garrafa e bebi a água muito gelada.",1,"abrir1Sm_Prog001.jpg",3,1
50,"ABRIR2","Mover e separar as partes juntas para dar passagem à claridade e ao ar; liberar a entrada e a saída de ar e luz.","FAVOR JANELA S-A-L-A ABRIR!","Por favor, abra a janela da sala!",1,"abrir2Sm_Prog001.jpg",3,1
51,"ABRIR3","Separar as partes de mantêm a porta fechada; dar passagem; permitir a entrada e a saída de pessoas e objetos.","PORTA EST@ CONSEGUIR-NÃO ABRIR!","Não consigo abrir esta porta!",1,"abrir3Sm_Prog001.jpg",3,1
52,"ABRIR4","Retirar a peça que veda potes, vidros, garrafas e similares.","TAMPA-ABRIR NÃO EVITAR ENFERRUJAD@!","Não abra esta tampa porque está enferrujada!",1,"abrir4Sm_Prog001.jpg",3,1
53,"ABRIR5","Separar as pálpebras; estar pronto para olhar.","M-A-U-R-O CORAÇÃO peitoOPERAR HORA 5 DEPOIS ABRIR-OLHO.","Cinco horas depois da operação do coração, Mauro abriu os olhos.",1,"abrir5Sm_Prog001.jpg",3,1
54,"ABSOLVER","Perdoar; retirar a culpa.","FALTAR PROVA LADRÃ@ JUIZ ABSOLVER.","O juiz absolveu o ladrão por falta de provas.",1,"absolverSm_Prog001.jpg",3,1
55,"ABSORVENTE HIGIÊNICO","Produto utilizado pelas mulheres no período de menstruação.","EU COMPRAR ABSORVENTE-HIGIÊNICO FARMÁCIA.","Eu vou à farmácia comprar um absorvente higiênico.",28,"absorvente-higienicoSm_Prog001.jpg",1,1
56,"ABSORVER1","Recolher o líquido existente em uma superfície.","CHÃO ÁGUA ESPARRAMAR! PEGAR ESPONJA ABSORVER.","Tem muita água no chão, pegue uma esponja para absorver.",1,"absorver1Sm_Prog001.jpg",3,1
57,"ABSORVER2","Receber e elaborar uma informação; compreender.","AULA HISTORIA ABSORVER CONSEGUIR NÃO.","Não consegui absorver a aula de História.",1,"absorver2Sm_Prog001.jpg",3,1
58,"ABSTER","Refrear-se; conter-se; afastar-se do consumo de algum alimento.","TI@ ME@ EMAGRECER DOCE+ ABSTER.","Meu tio resolveu abster-se de doces para emagrecer.",1,"absterSm_Prog001.jpg",3,1
59,"ABSURDO","Além do aceitável; incrível.","GOVERNO I-P-T-U COBRAR ABSURDOmuito!","O governo cobra IPTU alto, que absurdo!",1,"absurdo1Sm_Prog001.jpg",2,1
60,"ABUSADO","Atrevido; sem respeito aos limites.","EL@ ABUSAD@ EDUCAÇÃO TER-NÃO.","Ele é muito abusado, não tem educação.",1,"abusadoSm_Prog001.jpg",2,1
61,"ABUSAR","Aproveitar-se; tirar vantagem.","EL@ ABUSAR VOCÊ!","Ele abusa de você!",1,"abusarSm_Prog001.jpg",3,1
